Reference,ID64,System Name,Mod(8),Mass Code,Body,Ruin Index,Site Type,EDx,EDy,EDz,Surface Lattitude,Surface Longitude,Active Monolith Count,Region,Primary Star Type,Star Subtype,Luminosity,Spectral Class,Absolute Magnitude,Age,Surface Temperature,Number of Stars,Body Count,Body Name,Body ID64,Body ID,Body Type,Body Subtype,Tidally Locked,Distance to Arrival,Rotational Period,Semi Major Axis,Arg of Periapsis,Axial Tilt,Orbital Eccentricity,Orbital Inclination,Orbital Period (Days),Orbital Syncronicity,Parent ID,Parent Type,Parent Subtype,Body Radius,Earth Masses,Surface Temperature (K),Gravity,Body Ice (%),Body Metal (%),Body Rock (%),Volcanism,Atmosphere,Surface Pressure (Atmospheres),Terraforming State,Materials
GR438,29249396685417,Graea Hypue KI-K b12-13,1,b,B 1,1,β,-649.625,-537.53125,13286.3125,53.0762,-41.1674,11,Norma Expanse,Star,M (Red dwarf) Star,Va,M2,8.321609,11318,3324,2,23,Graea Hypue KI-K b12-13 B 1,396346016605289065,11,Planet,High metal content world,TRUE,1214.629919,2.887333019,0.01897878984,251.927744,-0.39633,0.001185,0.241759,2.887324672,8.35E-06,72086843434613353,Star,L (Brown dwarf) Star,1519.74925,0.012531,276.194489,0.220506271,0,33.0421,66.9579,,No atmosphere,0,Not terraformable,"Cadmium: 1.753324%, Carbon: 13.406357%, Chromium: 10.154308%, Iron: 22.578516%, Nickel: 17.077444%, Phosphorus: 8.58298%, Polonium: 0.633143%, Selenium: 2.495204%, Sulphur: 15.942936%, Tungsten: 1.239787%, Zinc: 6.135996%"
GR439,29249396685417,Graea Hypue KI-K b12-13,1,b,B 1,2,β,-649.625,-537.53125,13286.3125,7.6796,-41.2461,9,Norma Expanse,Star,M (Red dwarf) Star,Va,M2,8.321609,11318,3324,2,23,Graea Hypue KI-K b12-13 B 1,396346016605289065,11,Planet,High metal content world,TRUE,1214.629919,2.887333019,0.01897878984,251.927744,-0.39633,0.001185,0.241759,2.887324672,8.35E-06,72086843434613353,Star,L (Brown dwarf) Star,1519.74925,0.012531,276.194489,0.220506271,0,33.0421,66.9579,,No atmosphere,0,Not terraformable,"Cadmium: 1.753324%, Carbon: 13.406357%, Chromium: 10.154308%, Iron: 22.578516%, Nickel: 17.077444%, Phosphorus: 8.58298%, Polonium: 0.633143%, Selenium: 2.495204%, Sulphur: 15.942936%, Tungsten: 1.239787%, Zinc: 6.135996%"
GR440,2887155398881,Blaa Hypai BN-I b26-1,1,b,B 4,1,γ,1290.3125,-666.375,12299.59375,-49.3244,102.1707,16,Norma Expanse,Star,M (Red dwarf) Star,Va,M3,8.645981,10038,3029,3,22,Blaa Hypai BN-I b26-1 B 4,720578827534678241,20,Planet,High metal content world,TRUE,4814.911501,6.810939972,0.03996887103,224.401958,-0.041556,0.001529,0.601441,6.810933696,6.28E-06,108089278212290785,Star,L (Brown dwarf) Star,1500.09875,0.012033,300.924988,0.2173285408,0,32.9517,67.0483,No volcanism,No atmosphere,0,Not terraformable,"Carbon: 13.363488%, Germanium: 4.666616%, Iron: 22.348053%, Manganese: 9.229518%, Nickel: 16.90313%, Niobium: 1.52737%, Phosphorus: 8.555534%, Sulphur: 15.891954%, Technetium: 0.7993%, Tungsten: 1.227133%, Vanadium: 5.487904%"
GR441,1460187634810,Blae Hypue KG-C c14-5,2,c,B 1,1,α,1167.8125,-711.375,12365.28125,-20.8213,-138.8766,19,Norma Expanse,Star,K (Yellow-Orange) Star,Va,K3,6.103271,12474,4707,2,16,Blae Hypue KG-C c14-5 B 1,396318227396238458,11,Planet,High metal content world,TRUE,7164.948543,48.31805976,0.1839238455,275.706245,-0.422861,0.000116,-0.003254,48.31804101,1.88E-05,72059054225562746,Star,M (Red dwarf) Star,1720.944125,0.018287,295.952087,0.2509420822,0,32.7168,67.2832,,No atmosphere,0,Not terraformable,"Arsenic: 2.178671%, Cadmium: 1.791176%, Carbon: 13.793934%, Germanium: 4.871657%, Iron: 23.065954%, Manganese: 9.526004%, Nickel: 17.446121%, Phosphorus: 8.831112%, Sulphur: 16.403843%, Technetium: 0.824976%, Tungsten: 1.266553%"
GR442,1460187634810,Blae Hypue KG-C c14-5,2,c,B 1,2,α,1167.8125,-711.375,12365.28125,-12.5636,145.2575,25,Norma Expanse,Star,K (Yellow-Orange) Star,Va,K3,6.103271,12474,4707,2,16,Blae Hypue KG-C c14-5 B 1,396318227396238458,11,Planet,High metal content world,TRUE,7164.948543,48.31805976,0.1839238455,275.706245,-0.422861,0.000116,-0.003254,48.31804101,1.88E-05,72059054225562746,Star,M (Red dwarf) Star,1720.944125,0.018287,295.952087,0.2509420822,0,32.7168,67.2832,,No atmosphere,0,Not terraformable,"Arsenic: 2.178671%, Cadmium: 1.791176%, Carbon: 13.793934%, Germanium: 4.871657%, Iron: 23.065954%, Manganese: 9.526004%, Nickel: 17.446121%, Phosphorus: 8.831112%, Sulphur: 16.403843%, Technetium: 0.824976%, Tungsten: 1.266553%"
GR443,1460187634810,Blae Hypue KG-C c14-5,2,c,B 1,3,β,1167.8125,-711.375,12365.28125,46.8488,133.0830,11,Norma Expanse,Star,K (Yellow-Orange) Star,Va,K3,6.103271,12474,4707,2,16,Blae Hypue KG-C c14-5 B 1,396318227396238458,11,Planet,High metal content world,TRUE,7164.948543,48.31805976,0.1839238455,275.706245,-0.422861,0.000116,-0.003254,48.31804101,1.88E-05,72059054225562746,Star,M (Red dwarf) Star,1720.944125,0.018287,295.952087,0.2509420822,0,32.7168,67.2832,,No atmosphere,0,Not terraformable,"Arsenic: 2.178671%, Cadmium: 1.791176%, Carbon: 13.793934%, Germanium: 4.871657%, Iron: 23.065954%, Manganese: 9.526004%, Nickel: 17.446121%, Phosphorus: 8.831112%, Sulphur: 16.403843%, Technetium: 0.824976%, Tungsten: 1.266553%"
GR444,216887316027,Blae Hypue DA-P d6-6,3,d,4 a,1,α,1142.65625,-697.15625,12345.375,35.7511,-93.0766,22,Norma Expanse,Star,F (White) Star,Vb,F3,3.434555,630,6998,1,47,Blae Hypue DA-P d6-6 4 a,684547360247631419,19,Planet,Rocky body,TRUE,973.956718,1.217873671,0.00294971728,143.253697,-0.065354,0.002943,-0.058423,1.292299824,0.07442615312,612489766209703483,Planet,Class III gas giant,1676.13925,0.013937,274.912537,0.2016138473,0,8.951,91.049,Minor Metallic Magma,No atmosphere,0,Not terraformable,"Arsenic: 2.500209%, Carbon: 15.994069%, Chromium: 8.737224%, Germanium: 5.590636%, Iron: 19.42757%, Molybdenum: 1.268609%, Nickel: 14.694201%, Niobium: 1.327771%, Phosphorus: 10.239677%, Ruthenium: 1.199776%, Sulphur: 19.020262%"
GR445,216887316027,Blae Hypue DA-P d6-6,3,d,4 a,2,β,1142.65625,-697.15625,12345.375,13.4692,-76.7794,12,Norma Expanse,Star,F (White) Star,Vb,F3,3.434555,630,6998,1,47,Blae Hypue DA-P d6-6 4 a,684547360247631419,19,Planet,Rocky body,TRUE,973.956718,1.217873671,0.00294971728,143.253697,-0.065354,0.002943,-0.058423,1.292299824,0.07442615312,612489766209703483,Planet,Class III gas giant,1676.13925,0.013937,274.912537,0.2016138473,0,8.951,91.049,Minor Metallic Magma,No atmosphere,0,Not terraformable,"Arsenic: 2.500209%, Carbon: 15.994069%, Chromium: 8.737224%, Germanium: 5.590636%, Iron: 19.42757%, Molybdenum: 1.268609%, Nickel: 14.694201%, Niobium: 1.327771%, Phosphorus: 10.239677%, Ruthenium: 1.199776%, Sulphur: 19.020262%"
GR446,216887316027,Blae Hypue DA-P d6-6,3,d,4 a,3,β,1142.65625,-697.15625,12345.375,73.3184,34.6550,10,Norma Expanse,Star,F (White) Star,Vb,F3,3.434555,630,6998,1,47,Blae Hypue DA-P d6-6 4 a,684547360247631419,19,Planet,Rocky body,TRUE,973.956718,1.217873671,0.00294971728,143.253697,-0.065354,0.002943,-0.058423,1.292299824,0.07442615312,612489766209703483,Planet,Class III gas giant,1676.13925,0.013937,274.912537,0.2016138473,0,8.951,91.049,Minor Metallic Magma,No atmosphere,0,Not terraformable,"Arsenic: 2.500209%, Carbon: 15.994069%, Chromium: 8.737224%, Germanium: 5.590636%, Iron: 19.42757%, Molybdenum: 1.268609%, Nickel: 14.694201%, Niobium: 1.327771%, Phosphorus: 10.239677%, Ruthenium: 1.199776%, Sulphur: 19.020262%"
GR447,13879320782233,Vela Dark Region VO-Q b5-6,1,b,A 1,1,α,1059.65625,-102.28125,-36.125,-22.7850,58.9531,18,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M2,8.322922,442,3281,2,22,Vela Dark Region VO-Q b5-6 A 1,360301849510421913,10,Planet,High metal content world,TRUE,103.864375,52.97644662,0.2081456094,249.027533,0.181822,0.000015,0.012838,53.15084148,0.1743948605,36042676339746201,Star,M (Red dwarf) Star,1728.828375,0.01862,273.902832,0.2531902723,0,33.1956,66.8044,No volcanism,No atmosphere,0,Not terraformable,"Carbon: 12.509474%, Chromium: 9.495015%, Iron: 21.112549%, Manganese: 8.719268%, Molybdenum: 1.378637%, Nickel: 15.968649%, Niobium: 1.44293%, Phosphorus: 8.00878%, Ruthenium: 1.303835%, Sulphur: 14.876355%, Vanadium: 5.184508%"
GR448,13879320782233,Vela Dark Region VO-Q b5-6,1,b,A 1,2,β,1059.65625,-102.28125,-36.125,2.1745,77.7261,9,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M2,8.322922,442,3281,2,22,Vela Dark Region VO-Q b5-6 A 1,360301849510421913,10,Planet,High metal content world,TRUE,103.864375,52.97644662,0.2081456094,249.027533,0.181822,0.000015,0.012838,53.15084148,0.1743948605,36042676339746201,Star,M (Red dwarf) Star,1728.828375,0.01862,273.902832,0.2531902723,0,33.1956,66.8044,No volcanism,No atmosphere,0,Not terraformable,"Carbon: 12.509474%, Chromium: 9.495015%, Iron: 21.112549%, Manganese: 8.719268%, Molybdenum: 1.378637%, Nickel: 15.968649%, Niobium: 1.44293%, Phosphorus: 8.00878%, Ruthenium: 1.303835%, Sulphur: 14.876355%, Vanadium: 5.184508%"
GR449,13879320782233,Vela Dark Region VO-Q b5-6,1,b,A 2,1,γ,1059.65625,-102.28125,-36.125,-23.5620,45.6182,16,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M2,8.322922,442,3281,2,22,Vela Dark Region VO-Q b5-6 A 2,396330646529385881,11,Planet,High metal content world,FALSE,153.759101,0.4871865202,0.3080095929,166.784849,-0.308107,0.000397,0.237913,95.67657762,95.1893911,36042676339746201,Star,M (Red dwarf) Star,1744.27875,0.019135,230.138336,0.2556070154,0,33.1956,66.8044,,No atmosphere,0,Not terraformable,"Carbon: 12.510374%, Chromium: 9.495699%, Iron: 21.114069%, Manganese: 8.719895%, Nickel: 15.969798%, Niobium: 1.443034%, Phosphorus: 8.009356%, Sulphur: 14.877426%, Technetium: 0.755165%, Tin: 1.367168%, Zinc: 5.738014%"
GR450,18277098792345,Vela Dark Region WJ-Q b5-8,1,b,B 1,1,α,1036.6875,-117.75,-27.1875,-31.1216,42.3235,14,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M3,9.032883,5342,3066,2,19,Vela Dark Region WJ-Q b5-8 B 1,1008824593629783449,28,Planet,High metal content world,TRUE,2956.840086,16.69204608,0.07702297528,34.020062,0.434061,0.000207,-0.058172,16.69203311,1.30E-05,72075871136720281,Star,M (Red dwarf) Star,1798.354625,0.021006,273.223541,0.2639736923,0,33.1434,66.8566,,No atmosphere,0,Not terraformable,"Arsenic: 2.12443%, Cadmium: 1.769815%, Carbon: 13.469702%, Chromium: 10.249816%, Germanium: 4.75037%, Iron: 22.790882%, Nickel: 17.238068%, Niobium: 1.557635%, Phosphorus: 8.623536%, Ruthenium: 1.407482%, Sulphur: 16.018267%"
GR451,18277098792345,Vela Dark Region WJ-Q b5-8,1,b,B 1,2,α,1036.6875,-117.75,-27.1875,-9.8206,38.2325,25,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M3,9.032883,5342,3066,2,19,Vela Dark Region WJ-Q b5-8 B 1,1008824593629783449,28,Planet,High metal content world,TRUE,2956.840086,16.69204608,0.07702297528,34.020062,0.434061,0.000207,-0.058172,16.69203311,1.30E-05,72075871136720281,Star,M (Red dwarf) Star,1798.354625,0.021006,273.223541,0.2639736923,0,33.1434,66.8566,,No atmosphere,0,Not terraformable,"Arsenic: 2.12443%, Cadmium: 1.769815%, Carbon: 13.469702%, Chromium: 10.249816%, Germanium: 4.75037%, Iron: 22.790882%, Nickel: 17.238068%, Niobium: 1.557635%, Phosphorus: 8.623536%, Ruthenium: 1.407482%, Sulphur: 16.018267%"
GR452,18277098792345,Vela Dark Region WJ-Q b5-8,1,b,B 2,1,β,1036.6875,-117.75,-27.1875,10.2035,-104.1185,13,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M3,9.032883,5342,3066,2,19,Vela Dark Region WJ-Q b5-8 B 2,1044853390648747417,29,Planet,High metal content world,TRUE,2968.40163,24.12411705,0.09845736163,257.330427,-0.152561,0.000675,0.001422,24.12409487,2.22E-05,72075871136720281,Star,M (Red dwarf) Star,1497.67425,0.011993,246.276901,0.2173071276,0,33.1434,66.8566,,No atmosphere,0,Not terraformable,"Antimony: 0.965443%, Carbon: 12.944926%, Chromium: 9.850484%, Iron: 21.902952%, Manganese: 9.045695%, Molybdenum: 1.43025%, Nickel: 16.566475%, Phosphorus: 8.287565%, Selenium: 2.409323%, Sulphur: 15.394199%, Tungsten: 1.202692%"
GR453,2622153001331,Col 173 Sector JS-J d9-76,3,d,14 b,1,β,1543.28125,-181.625,86.3125,37.6446,-166.4478,12,Inner Orion Spur,Star,A (Blue-White) Star,Vb,A9,3.000931,1322,7688,3,55,Col 173 Sector JS-J d9-76 14 b,2161730443290839411,60,Planet,Rocky body,TRUE,2749.10677,2.784927469,0.01129734468,58.56154,0.311999,0.000182,-0.002242,2.816995813,0.03206834389,2053644052233947507,Star,Y (Brown dwarf) Star,1455.19975,0.009051,241.373367,0.1737065361,0,8.9259,91.0741,,No atmosphere,0,Not terraformable,"Carbon: 16.209278%, Germanium: 5.677694%, Iron: 19.7213%, Manganese: 8.144696%, Mercury: 0.861197%, Nickel: 14.916367%, Niobium: 1.347846%, Phosphorus: 10.377458%, Sulphur: 19.276188%, Yttrium: 1.17793%, Zirconium: 2.29005%"
GR454,2622153001331,Col 173 Sector JS-J d9-76,3,d,14 b,2,β,1543.28125,-181.625,86.3125,50.3854,-105.9419,12,Inner Orion Spur,Star,A (Blue-White) Star,Vb,A9,3.000931,1322,7688,3,55,Col 173 Sector JS-J d9-76 14 b,2161730443290839411,60,Planet,Rocky body,TRUE,2749.10677,2.784927469,0.01129734468,58.56154,0.311999,0.000182,-0.002242,2.816995813,0.03206834389,2053644052233947507,Star,Y (Brown dwarf) Star,1455.19975,0.009051,241.373367,0.1737065361,0,8.9259,91.0741,,No atmosphere,0,Not terraformable,"Carbon: 16.209278%, Germanium: 5.677694%, Iron: 19.7213%, Manganese: 8.144696%, Mercury: 0.861197%, Nickel: 14.916367%, Niobium: 1.347846%, Phosphorus: 10.377458%, Sulphur: 19.276188%, Yttrium: 1.17793%, Zirconium: 2.29005%"
GR455,2622153001331,Col 173 Sector JS-J d9-76,3,d,14 c,1,α,1543.28125,-181.625,86.3125,-13.8585,27.5141,21,Inner Orion Spur,Star,A (Blue-White) Star,Vb,A9,3.000931,1322,7688,3,55,Col 173 Sector JS-J d9-76 14 c,2197759240309803379,61,Planet,Rocky body,TRUE,2749.111792,6.228962957,0.01925990943,5.315619,0.46988,0.001582,-0.502565,6.270513145,0.0415501881,2053644052233947507,Star,Y (Brown dwarf) Star,1300.697875,0.006431,222.780319,0.1544797594,0,8.9259,91.0741,,No atmosphere,0,Not terraformable,"Cadmium: 1.513706%, Carbon: 16.021486%, Germanium: 5.611915%, Iron: 19.492821%, Manganese: 8.050336%, Nickel: 14.743555%, Phosphorus: 10.25723%, Ruthenium: 1.203806%, Selenium: 2.981935%, Sulphur: 19.052864%, Tungsten: 1.070352%"
GR456,6160669101707,Graea Hypue QY-Z d179,3,d,B 3,1,α,-988.71875,-564.5,13149.6875,38.5012,30.5727,16,Norma Expanse,Star,G (White-Yellow) Star,Va,G8,5.090591,1544,5290,3,43,Graea Hypue QY-Z d179 B 3,1152927665275948683,32,Planet,High metal content world,TRUE,74097.83749,27.83834711,0.1300880764,6.52529,0.044895,0.001659,-0.591733,27.83832865,1.85E-05,108092551725993611,Star,M (Red dwarf) Star,1702.757875,0.017817,280.144348,0.2497482411,0,33.4939,66.5061,,No atmosphere,0,Not terraformable,"Carbon: 12.362865%, Chromium: 9.474863%, Iron: 21.067743%, Manganese: 8.700763%, Molybdenum: 1.375711%, Nickel: 15.934758%, Niobium: 1.439868%, Phosphorus: 7.914919%, Ruthenium: 1.301067%, Sulphur: 14.702007%, Zinc: 5.725424%"
GR457,10352540421795,Graea Hypue ZV-U d3-301,3,d,A 9 c,1,α,-1093.59375,-432.25,13396.59375,59.4281,33.5075,20,Norma Expanse,Star,A (Blue-White) Star,Vb,A7,2.695221,294,8146,3,71,Graea Hypue ZV-U d3-301 A 9 c,1224989451185196707,34,Planet,Rocky body,TRUE,3643.804288,8.934611647,0.01698537417,176.639091,0.289406,0.001515,-0.97204,8.934147932,0.0004637146296,1044845466090376867,Planet,Class III gas giant,1422.4085,0.008459,219.820175,0.1699223004,0,9.1688,90.8312,,No atmosphere,0,Not terraformable,"Cadmium: 1.575741%, Carbon: 16.477467%, Iron: 20.291677%, Nickel: 15.347775%, Niobium: 1.386828%, Phosphorus: 10.549156%, Selenium: 3.066802%, Sulphur: 19.595119%, Vanadium: 4.98293%, Yttrium: 1.211998%, Zinc: 5.514519%"
GR458,10352540421795,Graea Hypue ZV-U d3-301,3,d,A 9 a,1,β,-1093.59375,-432.25,13396.59375,-14.8966,54.0209,18,Norma Expanse,Star,A (Blue-White) Star,Vb,A7,2.695221,294,8146,3,71,Graea Hypue ZV-U d3-301 A 9 a,1152931857147268771,32,Planet,Rocky body,TRUE,3637.874145,0.7859192741,0.003359515325,335.10578,0.516147,0.00006,0.04421,0.78587848,4.08E-05,1044845466090376867,Planet,Class III gas giant,1083.278375,0.003696,297.200195,0.1280075456,0,9.1688,90.8312,Major Silicate Vapour Geysers,No atmosphere,0,Not terraformable,"Antimony: 1.160024%, Cadmium: 1.498733%, Carbon: 15.672194%, Iron: 19.299999%, Manganese: 7.970703%, Nickel: 14.597711%, Phosphorus: 10.033607%, Sulphur: 18.637484%, Tin: 1.145131%, Vanadium: 4.739408%, Zinc: 5.245018%"
GR459,10352540421795,Graea Hypue ZV-U d3-301,3,d,A 9 a,2,α,-1093.59375,-432.25,13396.59375,85.4641,-114.9897,32,Norma Expanse,Star,A (Blue-White) Star,Vb,A7,2.695221,294,8146,3,71,Graea Hypue ZV-U d3-301 A 9 a,1152931857147268771,32,Planet,Rocky body,TRUE,3637.874145,0.7859192741,0.003359515325,335.10578,0.516147,0.00006,0.04421,0.78587848,4.08E-05,1044845466090376867,Planet,Class III gas giant,1083.278375,0.003696,297.200195,0.1280075456,0,9.1688,90.8312,Major Silicate Vapour Geysers,No atmosphere,0,Not terraformable,"Antimony: 1.160024%, Cadmium: 1.498733%, Carbon: 15.672194%, Iron: 19.299999%, Manganese: 7.970703%, Nickel: 14.597711%, Phosphorus: 10.033607%, Sulphur: 18.637484%, Tin: 1.145131%, Vanadium: 4.739408%, Zinc: 5.245018%"
GR460,8325315874475,Graea Hypue BH-T d4-242,3,d,B 5,1,β,-1094.09375,-374.78125,13416.03125,21.2689,-145.1060,10,Norma Expanse,Star,G (White-Yellow) Star,Vab,G3,4.724289,1866,5752,3,29,Graea Hypue BH-T d4-242 B 5,1297045017998577323,36,Planet,High metal content world,TRUE,72102.79502,11.14923982,0.0001500333374,52.812908,-0.359395,0.028926,-4.564016,7.113554894,4.035684921,1261016220979613355,Null,,1931.069375,0.026057,298.924316,0.2839893953,0,32.7453,67.2547,,No atmosphere,0,Not terraformable,"Carbon: 13.171651%, Germanium: 4.630087%, Iron: 22.054316%, Manganese: 9.108207%, Molybdenum: 1.440134%, Nickel: 16.68096%, Niobium: 1.507295%, Phosphorus: 8.432717%, Sulphur: 15.66382%, Yttrium: 1.317278%, Zinc: 5.993537%"
GR461,8325315874475,Graea Hypue BH-T d4-242,3,d,C 4,1,α,-1094.09375,-374.78125,13416.03125,11.1262,133.9106,20,Norma Expanse,Star,G (White-Yellow) Star,Vab,G3,4.724289,1866,5752,3,29,Graea Hypue BH-T d4-242 C 4,1657332988188217003,46,Planet,High metal content world,TRUE,73513.50684,23.09489058,0.09330316387,154.640629,0.171417,0.002362,0.497714,23.09485925,0.0000313297107,144123513391730347,Star,M (Red dwarf) Star,1508.289,0.012214,278.863647,0.2182063832,0,32.7464,67.2536,,No atmosphere,0,Not terraformable,"Arsenic: 2.19223%, Cadmium: 1.813207%, Carbon: 13.945119%, Chromium: 10.501118%, Iron: 23.349661%, Nickel: 17.660704%, Niobium: 1.595825%, Phosphorus: 8.927904%, Selenium: 2.595479%, Sulphur: 16.583635%, Technetium: 0.835123%"
GR462,2884472415729,Col 173 Sector OP-E b41-1,1,b,B 1,1,α,1079.71875,-247.875,176.90625,-16.6871,-11.2136,23,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M5,9.687485,614,2758,3,30,Col 173 Sector OP-E b41-1 B 1,756607621870659057,21,Planet,High metal content world,TRUE,63278.39812,5.678192301,0.03437009997,258.803927,0.323294,0.002041,0.057102,5.678186055,6.25E-06,108089275529307633,Star,L (Brown dwarf) Star,1373.4555,0.00922,281.32663,0.1986514734,0,33.3175,66.6825,,No atmosphere,0,Not terraformable,"Cadmium: 1.650828%, Carbon: 12.504225%, Chromium: 9.560705%, Iron: 21.258617%, Manganese: 8.779592%, Mercury: 0.928329%, Nickel: 16.079126%, Phosphorus: 8.00542%, Sulphur: 14.870113%, Tellurium: 1.142672%, Vanadium: 5.220376%"
GR463,2884472415729,Col 173 Sector OP-E b41-1,1,b,B 1,2,β,1079.71875,-247.875,176.90625,-37.2947,64.8554,7,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M5,9.687485,614,2758,3,30,Col 173 Sector OP-E b41-1 B 1,756607621870659057,21,Planet,High metal content world,TRUE,63278.39812,5.678192301,0.03437009997,258.803927,0.323294,0.002041,0.057102,5.678186055,6.25E-06,108089275529307633,Star,L (Brown dwarf) Star,1373.4555,0.00922,281.32663,0.1986514734,0,33.3175,66.6825,,No atmosphere,0,Not terraformable,"Cadmium: 1.650828%, Carbon: 12.504225%, Chromium: 9.560705%, Iron: 21.258617%, Manganese: 8.779592%, Mercury: 0.928329%, Nickel: 16.079126%, Phosphorus: 8.00542%, Sulphur: 14.870113%, Tellurium: 1.142672%, Vanadium: 5.220376%"
GR464,7397586161315,Graea Hypue WA-V d3-215,3,d,B 1,1,α,-1157.1875,-405.53125,13376.25,-55.2374,-1.1134,18,Norma Expanse,Star,F (White) Star,Vb,F4,3.531464,610,6859,3,20,Graea Hypue WA-V d3-215 B 1,612496946908548771,17,Planet,High metal content world,FALSE,36018.75216,1.268978644,0.3286100682,214.047071,-0.412843,0.000065,0.001077,106.9156715,105.6466929,108093788643053219,Star,M (Red dwarf) Star,1585.775125,0.014266,248.185089,0.2305711227,0,32.9943,67.0057,,No atmosphere,0,Not terraformable,"Carbon: 13.070356%, Chromium: 9.861777%, Iron: 21.928062%, Manganese: 9.056066%, Mercury: 0.957562%, Nickel: 16.585468%, Phosphorus: 8.367867%, Selenium: 2.432667%, Sulphur: 15.543361%, Technetium: 0.784278%, Tin: 1.412536%"
GR465,8325315874475,Graea Hypue BH-T d4-242,3,d,C 4,2,α,-1094.09375,-374.78125,13416.03125,37.1348,179.3907,15,Norma Expanse,Star,G (White-Yellow) Star,Vab,G3,4.724289,1866,5752,3,29,Graea Hypue BH-T d4-242 C 4,1657332988188217003,46,Planet,High metal content world,TRUE,73513.50684,23.09489058,0.09330316387,154.640629,0.171417,0.002362,0.497714,23.09485925,0.0000313297107,144123513391730347,Star,M (Red dwarf) Star,1508.289,0.012214,278.863647,0.2182063832,0,32.7464,67.2536,,No atmosphere,0,Not terraformable,"Arsenic: 2.19223%, Cadmium: 1.813207%, Carbon: 13.945119%, Chromium: 10.501118%, Iron: 23.349661%, Nickel: 17.660704%, Niobium: 1.595825%, Phosphorus: 8.927904%, Selenium: 2.595479%, Sulphur: 16.583635%, Technetium: 0.835123%"
GR466,5084032673305,Swoilz PA-F b3-2,1,b,B 2,1,γ,1121.8125,-217.125,282.9375,-3.1495,112.9799,22,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M3,8.841705,4786,3104,3,44,Swoilz PA-F b3-2 B 2,720581024411952665,20,Planet,High metal content world,TRUE,50584.64968,15.63726673,0.07669587021,349.55383,-0.302295,0.000487,-0.004679,15.63721992,4.68E-05,108091475089565209,Star,M (Red dwarf) Star,1821.265,0.021809,292.511322,0.2672180075,0,32.9845,67.0155,,No atmosphere,0,Not terraformable,"Cadmium: 1.689219%, Carbon: 12.916833%, Chromium: 9.783049%, Iron: 21.753004%, Manganese: 8.983768%, Nickel: 16.45306%, Niobium: 1.486702%, Phosphorus: 8.269578%, Sulphur: 15.360789%, Technetium: 0.778017%, Zirconium: 2.525972%"
GR467,5084032673305,Swoilz PA-F b3-2,1,b,B 2,3,α,1121.8125,-217.125,282.9375,-47.4080,165.6069,15,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M3,8.841705,4786,3104,3,44,Swoilz PA-F b3-2 B 2,720581024411952665,20,Planet,High metal content world,TRUE,50584.64968,15.63726673,0.07669587021,349.55383,-0.302295,0.000487,-0.004679,15.63721992,4.68E-05,108091475089565209,Star,M (Red dwarf) Star,1821.265,0.021809,292.511322,0.2672180075,0,32.9845,67.0155,,No atmosphere,0,Not terraformable,"Cadmium: 1.689219%, Carbon: 12.916833%, Chromium: 9.783049%, Iron: 21.753004%, Manganese: 8.983768%, Nickel: 16.45306%, Niobium: 1.486702%, Phosphorus: 8.269578%, Sulphur: 15.360789%, Technetium: 0.778017%, Zirconium: 2.525972%"
GR468,5084032673305,Swoilz PA-F b3-2,1,b,B 2,2,γ,1121.8125,-217.125,282.9375,23.4986,77.2329,19,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M3,8.841705,4786,3104,3,44,Swoilz PA-F b3-2 B 2,720581024411952665,20,Planet,High metal content world,TRUE,50584.64968,15.63726673,0.07669587021,349.55383,-0.302295,0.000487,-0.004679,15.63721992,4.68E-05,108091475089565209,Star,M (Red dwarf) Star,1821.265,0.021809,292.511322,0.2672180075,0,32.9845,67.0155,,No atmosphere,0,Not terraformable,"Cadmium: 1.689219%, Carbon: 12.916833%, Chromium: 9.783049%, Iron: 21.753004%, Manganese: 8.983768%, Nickel: 16.45306%, Niobium: 1.486702%, Phosphorus: 8.269578%, Sulphur: 15.360789%, Technetium: 0.778017%, Zirconium: 2.525972%"
GR469,3659077096194,Swoilz AE-F c13,2,c,C 1,2,γ,1079.3125,-216.125,222.96875,20.1037,93.6152,21,Inner Orion Spur,Star,K (Yellow-Orange) Star,Va,K5,6.659683,10626,4319,3,26,Swoilz AE-F c13 C 1,1116896366664979202,31,Planet,High metal content world,TRUE,5005.606821,1.127249329,0.008046504111,37.372835,-1.204436,0.000657,0.004917,1.127248347,9.82E-07,144118847152952066,Star,T (Brown dwarf) Star,1005.807688,0.003638,280.134491,0.14617202,0,35.4659,64.5341,Minor Metallic Magma,No atmosphere,0,Not terraformable,"Antimony: 1.002057%, Cadmium: 1.791624%, Carbon: 13.42464%, Iron: 23.071722%, Manganese: 9.528385%, Mercury: 1.007504%, Nickel: 17.450483%, Phosphorus: 8.594685%, Selenium: 2.498607%, Sulphur: 15.964678%, Vanadium: 5.665612%"
